timestamp,direction,entry,sl,tp1,tp2,label,label_tp2,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35
2022-03-15 05:15:00,SELL,1932.279,1942.487,1916.967,1906.759,1,1,0.27124599,0.05530793,0.21680483,0.71892715,0.01894235,0.32282007,0.54500473,0.00134142,0.00305354,0.00694498,5.20159769,-2.0,1.03911304,0.81773549,0.16402762,-0.31423679,1.63533664,-2.9612155,0.96592581,0.25881904,0.9749279,-0.22252093,0.92445201,0.0,0.0,0.5,0.42857143,0.75,0.0,0.0,1.0,1.0,0.0,0.43930075,0.38461539,0.60000002
2022-03-16 16:45:00,SELL,1909.478,1922.12,1890.515,1877.873,0,0,0.38025576,0.21706963,0.29043353,0.2506341,0.11081439,0.22763394,0.5928055,0.00271888,0.00362455,0.00728007,3.92717195,-2.0,0.69511068,1.0209825,0.02397977,-0.61642903,-0.12500523,-3.37366199,-0.86602539,-0.5,0.43388373,-0.90096885,1.11863399,0.0,0.0,0.66666669,0.71428573,0.75,0.0,0.0,0.0,0.0,1.0,0.75012898,0.42857143,0.80000001
2022-03-16 19:30:00,SELL,1918.523,1934.884,1893.982,1877.621,0,0,0.46187919,0.85708529,0.78613371,0.33737975,0.07213607,0.26559457,0.5928055,0.00303068,0.00443757,0.00724575,4.41434956,-0.83968472,1.02640975,1.30542922,0.02397977,-0.61642903,0.52566069,-2.72299623,-0.96592581,0.25881904,0.43388373,-0.90096885,0.97008097,0.0,0.0,0.83333331,0.5714286,1.0,0.0,0.0,1.0,0.0,1.0,0.68295997,0.40000001,0.60000002
2022-03-17 02:15:00,BUY,1932.875,1917.437,1956.032,1971.47,0,0,0.61999363,0.86451739,0.90119392,0.26580459,0.18723185,0.11254644,0.56571859,0.00110919,0.00456426,0.00737643,5.13641262,-0.04317834,1.61226249,1.27060521,0.03601199,-0.50398487,1.49651456,-1.49250317,0.5,0.86602539,-0.43388373,-0.90096885,0.801,1.0,0.0,0.66666669,0.2857143,0.75,0.0,0.0,0.0,1.0,1.0,0.24301676,0.375,0.40000001
2022-03-18 08:00:00,SELL,1934.331,1942.589,1921.944,1913.687,1,0,0.46705922,0.54943901,0.54887676,0.37162104,0.09548751,0.26199907,0.274683,0.00122028,0.00255969,0.00693219,5.15468693,-1.57883942,0.81967306,0.84611279,0.09981773,-0.17281689,1.54081118,-1.17313671,0.86602539,-0.5,-0.9749279,-0.22252093,1.07663405,0.0,0.0,0.66666669,0.2857143,0.75,0.0,0.0,0.0,0.0,1.0,0.47673044,0.375,0.40000001
2022-03-21 05:00:00,SELL,1928.144,1935.081,1917.739,1914.271,0,0,0.48436499,0.88002414,0.79526287,0.27891052,0.24376984,0.11248174,0.20629066,0.00097444,0.00273657,0.00593117,4.73081255,-1.0368278,1.2199887,0.86946899,0.0420203,-0.41141161,1.20076442,-1.47037971,0.96592581,0.25881904,0.7818315,0.6234898,1.13912594,0.0,1.0,0.66666669,0.2857143,0.75,0.0,0.0,0.0,0.0,1.0,0.3560802,0.41176471,0.60000002
2022-03-22 10:45:00,SELL,1927.581,1934.246,1917.583,1914.25,1,1,0.401732,0.81071788,0.72273237,0.21282811,0.12583227,0.30117369,0.26206601,0.00156888,0.00248376,0.00514879,4.64712667,-1.66864586,0.96286774,0.9198609,0.10099658,-0.15108483,1.20442665,-1.44669223,0.5,-0.86602539,0.9749279,-0.22252093,0.98659199,0.0,1.0,0.66666669,0.2857143,0.0,1.0,1.0,0.0,0.0,1.0,0.63165587,0.3888889,0.40000001
2022-03-22 14:15:00,SELL,1913.913,1924.439,1898.123,1887.597,0,0,0.38763109,0.21758214,0.18737243,0.19905156,0.13841446,0.26081204,0.26480442,0.00206637,0.00264454,0.00535018,3.91277218,-2.0,1.04170644,0.96880966,0.08977375,-0.16883819,-0.1791507,-2.68241358,-0.5,-0.86602539,0.9749279,-0.22252093,1.01431596,0.0,0.0,0.5,0.71428573,0.75,1.0,1.0,1.0,0.0,0.0,0.78137171,0.42105263,0.40000001
2022-03-22 19:00:00,SELL,1922.941,1931.856,1909.569,1905.112,0,0,0.44033816,0.71158952,0.68685597,0.19000436,0.20681463,0.17805484,0.28882235,0.00147312,0.00323047,0.0056431,4.39784098,-1.40056074,1.42351973,1.1622318,0.06810416,-0.21521565,0.6609447,-1.61439943,-0.96592581,0.25881904,0.9749279,-0.22252093,0.930188,0.0,1.0,0.5,0.71428573,0.0,0.0,0.0,0.0,0.0,1.0,0.4560068,0.40000001,0.40000001
2022-03-23 11:00:00,BUY,1933.445,1927.705,1942.054,1947.794,0,0,0.6345067,0.88309836,0.88644838,0.24774103,0.33729526,0.16675077,0.3876867,0.00129369,0.00174721,0.00473407,4.91819715,0.48687291,0.76936817,0.67225957,0.02444703,-0.41618901,1.90906084,-0.45077023,0.25881904,-0.96592581,0.43388373,-0.90096885,0.983042,1.0,0.0,0.66666669,0.2857143,0.75,0.0,0.0,1.0,1.0,1.0,0.7404322,0.40000001,0.40000001
